,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
27109,1,0,3.8,215,46,27,1681,700.0,8783
27110,1,0,3.4,34,47,27,2062,650.0,8783
27111,0,0,3.5,11,42,60,1346,1600.0,8783
27112,0,0,3.700448817952717,0,93,93,2632,561.224566691786,8783
27113,0,0,3.0,25,46,8,1353,2300.0,8783
27114,1,0,3.2,15,46,93,388,250.0,8783
27115,0,0,3.9,626,45,27,868,600.0,8783
27116,0,0,3.700448817952717,0,58,27,915,500.0,8783
27117,1,0,3.7,93,46,78,2152,300.0,8783
27118,0,0,3.5,8,47,17,351,250.0,8783
27119,0,0,3.6,54,46,78,1955,400.0,8783
27120,0,0,3.1,7,45,17,345,200.0,8783
27121,0,0,3.8,29,46,8,1834,800.0,8783
27122,0,0,3.2,6,41,17,1531,100.0,8783
27123,0,0,3.8,152,46,76,48,1500.0,8783
27124,0,0,3.7,46,41,19,622,600.0,8783
27125,0,0,3.8,40,47,27,2410,500.0,8783
27126,0,0,3.3,4,45,65,54,300.0,8783
27127,0,0,3.5,7,45,27,977,850.0,8783
27128,0,0,2.9,12,46,19,751,500.0,8783
27129,1,0,3.6,23,18,27,1872,800.0,5895
27130,0,0,3.6,16,47,19,685,300.0,8783
27131,0,0,3.700448817952717,0,41,65,85,300.0,8783
27132,0,0,3.700448817952717,0,47,27,2474,500.0,8783
27133,0,0,3.700448817952717,0,41,78,2381,200.0,8783
27134,0,0,4.0,138,47,27,1778,800.0,8783
27135,1,0,3.5,14,41,19,557,500.0,8783
27136,1,0,3.700448817952717,0,41,48,1800,250.0,8783
27137,0,0,3.4,18,46,65,388,250.0,8783
27138,0,0,3.5,11,48,93,1834,400.0,8783
27139,0,0,3.2,13,41,78,388,200.0,8783
27140,0,0,3.3,5,45,65,54,150.0,8783
27141,0,0,3.4,39,45,27,1588,700.0,8783
27142,0,0,3.3,6,18,27,978,900.0,8783
27143,0,0,2.7,61,46,78,129,500.0,8783
27144,0,0,3.4,21,18,78,1608,350.0,8783
27145,0,0,3.2,4,18,78,2410,300.0,8783
27146,0,0,3.700448817952717,0,18,39,465,500.0,8783
27147,0,0,3.700448817952717,0,47,19,622,500.0,8783
27148,1,0,3.4,356,18,78,1761,350.0,81
27149,1,0,3.6,207,45,27,1597,500.0,8783
27150,1,1,3.7,111,45,27,1834,900.0,7463
27151,1,0,4.2,414,45,19,677,700.0,8783
27152,1,0,3.8,214,47,27,2054,700.0,2459
27153,1,0,3.9,326,46,27,56,500.0,1785
27154,1,0,3.7,708,47,27,2252,750.0,4100
27155,0,1,3.7,81,46,60,1346,1200.0,8783
27156,1,0,3.8,230,41,19,635,600.0,7001
27157,1,0,4.1,1962,46,78,1680,600.0,8344
27158,1,0,4.3,3618,46,78,2555,400.0,8783
27159,0,0,4.2,1531,46,78,1904,600.0,8783
27160,0,0,4.2,93,46,78,1761,400.0,8783
27161,1,0,4.5,2617,45,43,1448,500.0,1210
27162,0,0,4.1,1227,45,78,1682,400.0,8783
27163,1,0,4.2,972,45,78,2381,200.0,6679
27164,0,0,4.3,995,45,78,968,350.0,8783
27165,1,0,3.8,53,47,78,1390,350.0,5567
27166,1,0,3.9,45,46,78,974,550.0,4445
27167,1,0,4.3,221,41,78,1628,300.0,6634
27168,1,0,4.2,532,47,78,2617,450.0,8783
27169,1,0,4.3,654,46,78,2381,250.0,8783
27170,1,0,4.0,61,46,78,1492,400.0,8783
27171,1,0,4.2,190,46,78,2576,300.0,8783
27172,1,0,4.2,557,45,78,2620,400.0,8783
27173,0,0,4.2,52,45,78,2381,200.0,8783
27174,0,0,3.7,468,46,78,2381,200.0,8783
27175,1,0,4.3,279,47,78,1761,450.0,8783
27176,1,0,4.0,138,48,78,2510,250.0,8783
27177,1,0,4.3,169,45,78,535,500.0,8783
27178,1,0,3.7,21,45,78,472,750.0,8783
27179,1,0,4.3,246,45,78,2616,600.0,8783
27180,1,0,4.1,271,41,78,197,500.0,8783
27181,0,0,4.1,209,45,78,256,200.0,8783
27182,1,0,4.2,195,46,40,1181,400.0,8783
27183,1,0,3.7,219,45,83,2309,600.0,8783
27184,1,0,3.8,76,45,78,317,500.0,8783
27185,1,0,3.8,476,46,78,535,450.0,8783
27186,1,0,4.4,384,47,78,2462,300.0,8783
27187,1,0,3.8,94,41,78,343,250.0,8783
27188,1,0,4.0,88,45,78,2086,400.0,8783
27189,1,0,3.9,34,18,78,1761,300.0,8783
27190,1,0,4.0,684,45,78,968,250.0,8783
27191,0,0,3.9,140,47,87,2565,200.0,8783
27192,1,0,4.2,100,47,43,1167,900.0,8783
27193,1,0,3.3,911,41,78,1797,250.0,8783
27194,1,0,4.0,76,43,78,2498,300.0,8783
27195,1,0,3.8,45,47,78,1247,400.0,4458
27196,1,0,3.9,1047,47,78,536,600.0,2535
27197,0,0,3.700448817952717,0,47,78,2391,100.0,8783
27198,1,0,3.7,32,46,78,1321,450.0,5645
27199,1,0,3.8,295,45,78,1238,500.0,5874
27200,1,0,3.6,23,18,78,1233,300.0,5204
27201,1,0,4.0,462,48,78,1817,500.0,1726
27202,1,0,3.9,121,41,78,1857,400.0,2395
27203,1,0,4.2,166,45,78,1215,300.0,8783
27204,1,0,3.5,323,41,78,1633,500.0,8783
27205,0,0,3.8,27,45,78,1759,400.0,8783
27206,1,0,3.9,213,46,78,524,400.0,3954
27207,1,0,3.5,12,18,78,1834,250.0,8783
27208,1,0,3.9,501,46,78,2562,300.0,8783
27209,0,0,3.6,16,47,78,2474,300.0,8783
27210,0,0,3.4,6,46,78,1384,400.0,8783
27211,0,0,3.1,117,47,78,388,200.0,8783
27212,1,0,3.5,24,48,78,1755,350.0,2594
27213,1,0,3.9,43,46,78,2381,300.0,8783
27214,1,0,3.9,97,18,78,317,500.0,8783
27215,1,0,3.8,28,41,78,530,400.0,7213
27216,0,0,4.0,72,46,78,2583,561.224566691786,8783
27217,1,0,3.8,36,41,78,1646,300.0,1902
27218,1,0,3.6,9,41,78,1761,300.0,1787
27219,0,0,3.5,17,43,78,404,250.0,8783
27220,0,0,3.9,154,46,78,2211,200.0,8783
27221,1,0,3.9,85,47,78,1761,400.0,8783
27222,1,0,4.0,76,41,78,2316,300.0,5365
27223,1,0,3.8,41,47,78,388,200.0,1646
27224,1,0,3.5,10,47,78,1345,300.0,6428
27225,0,0,3.8,289,48,43,1170,500.0,8783
27226,1,0,3.9,96,41,78,2012,350.0,2289
27227,1,0,3.8,108,46,78,602,400.0,1826
27228,0,0,3.2,6,47,78,388,150.0,8783
27229,0,0,3.700448817952717,0,41,78,1834,300.0,8783
27230,1,0,3.6,95,41,78,2026,300.0,7113
27231,1,0,3.8,48,48,78,1834,300.0,107
27232,0,0,4.0,98,46,78,2540,200.0,8783
27233,1,0,3.8,140,45,78,2476,200.0,225
27234,1,0,3.6,75,45,78,536,600.0,3792
27235,1,0,3.8,37,41,78,1048,200.0,8783
27236,0,0,3.700448817952717,0,41,78,1761,300.0,8783
27237,1,0,3.7,51,45,78,945,300.0,8783
27238,1,0,3.6,37,41,6,254,450.0,8783
27239,1,0,3.8,34,47,78,1319,250.0,8783
27240,1,0,3.5,15,41,78,1761,400.0,8783
27241,1,0,3.7,24,45,78,186,500.0,2491
27242,1,0,4.1,321,46,78,1761,600.0,7606
27243,1,0,2.8,137,41,78,1761,500.0,4265
27244,0,0,2.7,45,46,78,1238,300.0,8783
27245,1,1,4.1,152,46,78,613,600.0,2551
27246,0,0,3.9,150,47,53,897,500.0,8783
27247,1,0,3.6,22,41,78,792,300.0,8304
27248,1,0,3.4,9,46,78,2381,250.0,8783
27249,1,0,3.9,64,45,78,1625,300.0,8783
27250,1,0,3.5,10,41,78,1273,200.0,5636
27251,1,0,3.7,21,41,78,309,300.0,1642
27252,0,0,3.5,70,47,78,2579,200.0,8783
27253,0,0,3.7,73,47,78,1939,250.0,8783
27254,0,0,3.6,36,47,57,1584,400.0,8783
27255,1,0,3.6,97,41,78,1578,300.0,8783
27256,1,0,3.3,10,41,78,1834,300.0,8570
27257,1,0,3.3,395,47,78,1761,400.0,6175
27258,1,0,3.8,18,41,78,1606,200.0,8783
27259,0,0,2.6,153,41,78,1324,300.0,8783
27260,1,0,3.9,554,47,78,1216,600.0,8176
27261,1,0,3.9,188,48,78,878,400.0,2271
27262,0,0,3.700448817952717,0,41,78,2381,200.0,8783
27263,0,0,3.8,20,45,78,1396,561.224566691786,8783
27264,0,0,3.4,8,48,78,409,300.0,8783
27265,0,0,4.0,203,46,57,303,350.0,8783
27266,0,0,3.700448817952717,0,41,78,388,300.0,8783
27267,0,0,3.700448817952717,0,41,78,1834,200.0,8783
27268,1,0,2.8,94,18,78,1834,300.0,8783
27269,0,0,2.8,64,47,78,2474,300.0,8783
27270,1,0,3.4,6,41,78,1779,500.0,8783
27271,1,0,3.3,49,45,78,388,300.0,8783
27272,0,0,3.7,34,47,78,1939,300.0,8783
27273,0,0,3.8,89,45,78,2029,300.0,8783
27274,0,0,3.700448817952717,0,48,78,2474,250.0,8783
27275,1,0,3.6,90,47,78,1238,500.0,5262
27276,1,0,3.4,25,41,78,1761,200.0,8783
27277,1,0,3.6,41,46,53,1606,500.0,7439
27278,1,0,3.1,7,18,78,1761,300.0,1891
27279,0,0,3.6,13,47,78,2381,300.0,8783
27280,0,0,3.5,12,42,78,2381,200.0,8783
27281,0,0,3.1,39,46,78,1636,250.0,8783
27282,0,0,3.6,68,47,53,1565,550.0,8783
27283,0,0,3.8,82,47,78,839,200.0,8783
27284,1,0,3.7,95,41,78,1761,150.0,8783
27285,1,0,3.4,65,46,78,502,350.0,8783
27286,1,0,3.7,36,46,78,2279,300.0,445
27287,1,0,4.1,76,45,78,2335,450.0,8783
27288,1,0,3.3,4,45,78,792,300.0,8783
27289,1,0,3.700448817952717,0,41,78,1761,400.0,4861
27290,0,0,3.6,47,41,78,2469,300.0,8783
27291,0,0,2.9,53,47,78,1623,300.0,8783
27292,0,0,3.5,8,46,78,2012,250.0,8783
27293,0,0,3.3,5,41,78,2136,200.0,8783
27294,0,0,3.4,6,45,78,148,300.0,8783
27295,0,0,3.700448817952717,0,46,78,977,400.0,8783
27296,0,0,3.700448817952717,0,18,78,2091,400.0,8783
27297,1,0,3.6,82,41,78,2306,400.0,8783
27298,1,0,3.6,21,48,78,2012,300.0,8783
27299,1,0,3.8,36,41,78,1565,300.0,8783
27300,1,0,3.5,21,41,78,1834,350.0,8783
27301,1,0,3.7,42,18,78,880,300.0,8783
27302,1,0,3.9,44,45,78,2613,500.0,8783
27303,1,0,3.700448817952717,0,41,78,2146,350.0,8783
27304,1,0,4.0,270,41,78,1853,450.0,8783
27305,0,0,3.4,11,47,78,847,200.0,8783
27306,0,0,3.2,7,45,78,1537,100.0,8783
27307,0,0,3.3,9,47,87,1192,150.0,8783
27308,0,0,3.8,14,46,78,863,350.0,8783
27309,0,0,3.8,64,46,78,977,550.0,8783
27310,0,0,3.6,30,41,78,1510,350.0,8783
27311,0,0,3.1,14,46,78,1545,200.0,8783
27312,0,0,3.2,4,45,78,2179,300.0,8783
27313,0,0,3.3,6,41,78,1857,350.0,8783
27314,0,0,3.3,6,41,78,388,300.0,8783
27315,0,0,3.3,4,47,78,2392,300.0,8783
27316,0,0,2.9,14,45,78,1071,400.0,8783
27317,0,0,3.700448817952717,0,45,78,1293,200.0,8783
27318,0,0,3.7,21,45,78,30,250.0,8783
27319,0,0,2.9,11,46,78,2057,400.0,8783
27320,0,0,4.0,126,46,78,2331,300.0,8783
27321,0,0,3.7,23,41,78,2381,150.0,8783
27322,0,0,3.3,8,18,78,388,100.0,8783
27323,0,0,3.700448817952717,0,18,78,1256,150.0,8783
27324,0,0,3.6,21,18,78,2381,200.0,8783
27325,0,0,3.6,10,45,78,2584,200.0,8783
27326,0,0,3.700448817952717,0,18,78,404,300.0,8783
27327,0,0,3.700448817952717,0,18,78,1834,250.0,8783
27328,0,0,3.700448817952717,0,41,78,2381,400.0,8783
27329,1,0,3.4,19,41,78,1565,200.0,8783
27330,1,0,3.6,72,46,78,1678,200.0,8783
27331,1,0,3.700448817952717,0,45,78,1215,300.0,8783
27332,1,0,3.700448817952717,0,41,78,2596,150.0,8783
27333,1,0,3.700448817952717,0,45,78,1225,150.0,8783
27334,1,0,3.5,16,45,78,892,200.0,8783
27335,0,0,3.7,32,18,78,868,500.0,8783
27336,1,0,3.0,6,18,78,880,200.0,8783
27337,1,0,3.700448817952717,0,45,78,2454,300.0,8783
27338,1,0,3.1,7,45,78,457,500.0,8783
27339,0,0,3.0,18,45,78,1321,300.0,8783
27340,0,0,3.4,9,47,78,2584,100.0,8783
27341,0,0,3.1,21,45,78,2474,200.0,8783
27342,0,0,3.8,56,47,53,2353,400.0,8783
27343,0,0,3.700448817952717,0,41,78,2381,150.0,8783
27344,0,0,3.5,12,45,78,234,200.0,8783
27345,0,0,3.2,7,41,78,443,200.0,8783
27346,0,0,3.700448817952717,0,45,78,1215,200.0,8783
27347,0,0,3.700448817952717,0,42,78,1761,150.0,8783
27348,0,0,3.700448817952717,0,41,78,1761,500.0,8783
27349,0,0,3.700448817952717,0,41,78,1761,300.0,8783
27350,0,0,3.700448817952717,0,41,78,2381,100.0,8783
27351,0,0,3.700448817952717,0,18,78,2063,300.0,8783
27352,0,0,3.700448817952717,0,47,78,1834,300.0,8783
27353,0,0,3.700448817952717,0,41,78,1761,600.0,8783
27354,0,0,3.5,15,45,46,1174,400.0,8783
27355,0,0,3.700448817952717,0,41,78,302,600.0,8783
27356,0,0,3.5,6,45,78,880,250.0,8783
27357,0,0,3.5,7,46,57,1215,300.0,8783
27358,0,0,4.0,65,41,78,880,350.0,8783
27359,0,0,3.3,7,18,78,881,250.0,8783
27360,0,0,3.3,9,18,78,388,200.0,8783
27361,0,0,3.700448817952717,0,18,78,2381,200.0,8783
27362,0,0,3.700448817952717,0,18,78,1761,100.0,8783
27363,0,0,3.700448817952717,0,41,78,1914,400.0,8783
27364,0,0,3.700448817952717,0,18,78,1834,200.0,8783
27365,0,0,3.2,4,18,78,792,150.0,8783
27366,0,0,2.3,77,41,78,1510,600.0,8783
27367,0,0,3.700448817952717,0,18,78,1761,200.0,8783
27368,0,0,3.700448817952717,0,18,78,2454,400.0,8783
27369,0,0,3.700448817952717,0,18,78,2410,300.0,8783
27370,0,0,3.700448817952717,0,46,78,2381,561.224566691786,8783
27371,0,0,3.700448817952717,0,41,78,75,600.0,8783
27372,0,0,3.700448817952717,0,18,78,388,150.0,8783
27373,1,0,3.700448817952717,0,41,78,125,300.0,8783
27374,0,0,3.700448817952717,0,48,78,918,250.0,8783
27375,0,0,3.700448817952717,0,41,78,1215,200.0,8783
27376,0,0,3.700448817952717,0,18,78,419,250.0,8783
27377,1,0,3.0,7,46,78,153,400.0,8783
27378,1,0,3.700448817952717,0,45,78,1215,200.0,8783
27379,1,0,3.3,5,18,78,839,100.0,8783
27380,1,0,3.3,7,46,78,2381,150.0,8783
27381,1,0,3.700448817952717,0,18,78,1715,300.0,8519
27382,1,0,3.2,5,18,78,880,300.0,8783
27383,1,0,3.700448817952717,0,41,78,950,300.0,3449
27384,1,0,3.8,58,47,78,164,500.0,8783
27385,1,0,3.8,132,47,78,2285,300.0,8783
27386,1,0,3.7,17,45,78,419,250.0,4623
27387,1,0,3.5,18,41,78,1834,200.0,8783
27388,0,0,2.8,26,46,78,1951,400.0,8783
27389,1,0,3.700448817952717,0,48,78,388,200.0,2037
27390,0,0,2.8,13,46,78,868,500.0,8783
27391,1,0,4.1,205,45,78,1215,250.0,8783
27392,0,0,3.8,21,45,78,1225,100.0,8783
27393,1,0,3.8,103,46,78,1857,400.0,8783
27394,1,0,3.4,257,41,78,443,250.0,3541
27395,1,0,3.700448817952717,0,46,78,792,300.0,1959
27396,1,0,3.7,34,18,78,1761,200.0,8783
27397,0,0,3.700448817952717,0,43,78,1834,500.0,8783
27398,1,0,3.8,433,45,46,1153,800.0,8783
27399,0,0,3.0,9,45,78,1537,150.0,8783
27400,1,0,3.1,53,41,78,1215,100.0,8783
27401,0,0,4.3,411,22,10,2184,1200.0,8783
27402,0,0,4.2,3236,0,32,1761,561.224566691786,8783
27403,0,1,4.6,650,22,12,1052,850.0,8783
27404,1,1,4.5,811,0,27,1088,800.0,1735
27405,0,1,4.7,798,22,60,828,1200.0,8783
27406,0,1,4.0,1768,16,62,1133,1600.0,8783
27407,0,1,4.2,469,16,49,1784,3000.0,8783
27408,1,0,4.3,793,22,27,243,1000.0,8783
27409,0,0,4.6,1590,22,19,561,750.0,8783
27410,1,0,4.5,229,22,27,1630,1200.0,8783
27411,0,1,4.1,1377,22,10,1106,1200.0,8783
27412,1,1,4.5,1879,0,19,635,900.0,8783
27413,0,1,4.3,2035,16,77,1114,1700.0,8783
27414,0,1,4.4,243,22,73,1362,1250.0,8783
27415,1,0,4.3,1104,22,19,664,700.0,8783
27416,0,1,4.3,127,22,29,228,800.0,8783
27417,0,1,3.8,321,22,27,1441,800.0,8783
27418,1,1,4.2,1542,0,27,1602,800.0,8783
27419,1,0,3.9,126,22,27,492,600.0,1731
27420,1,1,4.2,217,16,27,1205,1500.0,8783
27421,1,0,3.9,226,0,27,76,500.0,8783
27422,1,1,3.7,21,25,27,100,700.0,1941
27423,1,1,4.1,1341,22,27,2080,800.0,8783
27424,1,0,3.9,370,22,27,65,550.0,8783
27425,1,0,4.3,83,22,27,446,650.0,8783
27426,0,0,4.3,316,0,65,1607,300.0,8783
27427,1,0,3.5,9,0,78,2392,300.0,8783
27428,0,0,3.9,70,25,8,1834,1500.0,8783
27429,1,0,3.9,468,0,27,172,700.0,2098
27430,0,1,4.2,325,16,27,2356,1800.0,8783
27431,1,1,3.8,1167,22,27,1605,600.0,8783
27432,1,1,3.9,74,0,27,1951,900.0,8783
27433,0,0,3.8,69,0,78,1607,300.0,8783
27434,0,1,4.2,209,16,8,1198,2000.0,8783
27435,1,1,4.1,2727,0,27,487,800.0,7593
27436,1,1,3.9,65,0,27,317,600.0,8783
27437,1,0,3.9,670,22,27,480,800.0,8783
27438,1,0,4.0,494,22,27,804,800.0,8783
27439,1,0,3.9,421,0,27,172,800.0,4616
27440,1,0,3.8,43,22,27,1834,700.0,7152
27441,1,0,2.9,361,22,27,1836,450.0,8783
27442,0,0,3.8,157,22,61,1061,1300.0,8783
27443,1,1,3.5,59,22,27,1954,700.0,8783
27444,0,0,4.4,228,22,78,2381,150.0,8783
27445,1,0,3.1,53,22,27,2395,750.0,8783
27446,1,0,4.2,468,0,78,1608,400.0,8783
27447,1,0,2.8,261,22,27,1579,700.0,8783
27448,0,0,3.4,5,0,27,880,1000.0,8783
27449,1,0,3.6,220,0,27,470,600.0,8618
27450,1,0,3.8,71,0,27,1773,1000.0,6508
27451,0,0,4.0,139,0,78,1576,200.0,8783
27452,1,1,4.0,344,62,33,977,900.0,8783
27453,1,0,3.6,15,0,78,1834,300.0,2274
27454,1,0,3.4,7,22,78,2012,300.0,8783
27455,0,1,4.1,94,16,49,1211,3000.0,8783
27456,1,0,3.9,214,0,27,1894,600.0,8783
27457,0,0,3.6,39,0,78,1834,400.0,8783
27458,1,0,3.1,266,22,27,788,550.0,8783
27459,1,0,4.1,134,22,27,1761,650.0,8783
27460,1,0,3.9,97,0,78,1470,1000.0,682
27461,0,0,2.6,49,22,19,685,450.0,8783
27462,0,0,3.9,371,22,27,2469,400.0,8783
27463,1,0,3.6,45,0,27,1834,500.0,8783
27464,1,0,3.4,10,0,78,274,600.0,2833
27465,1,0,3.8,331,22,78,1761,350.0,8783
27466,1,0,3.8,34,22,78,2300,400.0,8783
27467,1,0,3.6,13,16,59,1256,200.0,8783
27468,1,0,3.8,49,22,90,1699,400.0,8783
27469,1,0,4.0,65,22,27,2476,300.0,8783
27470,1,0,3.3,293,22,27,326,600.0,8783
27471,1,0,3.8,18,22,78,535,500.0,1769
27472,1,0,3.7,26,0,27,1841,700.0,8783
27473,1,0,3.7,26,0,78,880,300.0,8783
27474,1,0,3.9,106,22,78,2381,150.0,8783
27475,0,1,4.1,146,16,28,2496,1200.0,8783
27476,1,0,3.9,450,22,27,1857,550.0,8783
27477,1,0,3.8,78,22,78,2226,350.0,8783
27478,0,0,3.5,7,0,88,1692,300.0,8783
27479,1,1,3.9,224,22,27,1963,800.0,8783
27480,1,0,3.2,115,22,27,2477,700.0,8783
27481,0,0,2.8,228,22,78,443,500.0,8783
27482,0,0,3.7,105,0,27,75,700.0,8783
27483,1,0,3.2,68,22,27,2524,400.0,8783
27484,0,0,3.4,7,0,78,419,300.0,8783
27485,1,0,3.7,28,0,78,2016,500.0,304
27486,1,0,3.9,48,22,78,1225,400.0,8783
27487,1,0,3.8,341,22,78,2459,400.0,8783
27488,1,0,3.7,36,0,78,1606,200.0,8783
27489,1,0,3.7,14,0,78,120,400.0,2363
27490,1,1,4.0,126,22,27,2099,900.0,8783
27491,1,0,3.4,212,22,27,1924,800.0,8783
27492,1,0,3.8,278,22,78,388,200.0,8783
27493,1,0,3.4,8,22,78,317,350.0,8783
27494,0,0,3.5,17,0,78,1834,200.0,8783
27495,1,0,3.1,283,22,78,2056,500.0,8783
27496,1,0,3.6,36,22,78,2489,250.0,8783
27497,1,1,3.7,21,25,27,100,700.0,8783
27498,1,0,3.6,18,0,78,1580,350.0,8783
27499,1,0,3.6,42,0,19,644,600.0,8783
27500,1,0,3.7,141,22,27,70,500.0,8783
27501,0,0,3.6,20,0,78,1761,300.0,8783
27502,1,0,3.8,283,22,78,502,350.0,8783
27503,1,0,2.7,73,0,27,880,600.0,8783
27504,1,0,3.3,12,0,78,1390,500.0,8783
27505,1,0,3.9,462,22,78,438,600.0,8783
27506,1,0,3.6,42,0,78,1215,400.0,8783
27507,1,0,3.5,15,0,78,1304,400.0,8783
27508,0,0,3.700448817952717,0,0,78,502,350.0,8783
27509,1,0,3.700448817952717,0,0,19,527,200.0,8783
27510,0,0,3.5,11,0,78,429,300.0,8783
27511,0,0,3.700448817952717,0,22,78,12,300.0,8783
27512,1,0,3.6,68,0,78,56,300.0,8783
27513,1,0,4.2,106,25,78,385,300.0,8783
27514,1,0,3.5,6,22,78,2152,400.0,8783
27515,1,0,3.4,24,0,78,1834,500.0,8783
27516,0,0,3.7,56,16,27,1741,1800.0,8783
27517,1,0,3.9,717,22,27,1480,1000.0,8783
27518,1,0,3.1,18,0,27,1581,700.0,938
27519,1,0,3.1,6,22,78,2392,250.0,8783
27520,1,0,3.8,377,0,78,2059,500.0,8783
27521,1,0,3.700448817952717,0,0,78,2469,200.0,8783
27522,1,0,3.9,191,0,78,484,600.0,1229
27523,1,0,3.8,8,22,78,2454,300.0,8783
27524,1,0,3.7,84,22,78,442,350.0,8783
27525,0,0,3.0,15,0,8,1761,1000.0,8783
27526,0,0,3.5,15,22,19,685,250.0,8783
27527,0,0,3.3,19,22,8,1976,600.0,8783
27528,1,0,3.7,59,22,19,696,600.0,8783
27529,1,0,3.6,34,0,27,2410,300.0,8783
27530,1,0,3.7,61,0,78,1245,350.0,8783
27531,0,0,3.7,35,0,78,2381,200.0,8783
27532,0,0,3.5,39,0,8,1346,1200.0,8783
27533,1,0,3.9,338,22,78,1834,500.0,8383
27534,1,0,3.7,31,0,14,2590,150.0,8783
27535,1,0,3.4,11,22,78,471,300.0,8783
27536,0,0,3.4,7,0,78,2537,150.0,8783
27537,0,0,3.700448817952717,0,56,78,343,300.0,8783
27538,0,0,3.3,6,0,78,429,300.0,8783
27539,0,0,3.700448817952717,0,0,78,1951,200.0,8783
27540,0,0,3.4,4,0,78,1233,200.0,8783
27541,1,0,3.9,139,0,78,2012,300.0,8783
27542,1,0,3.3,334,0,78,465,400.0,8783
27543,1,0,3.9,58,0,78,465,300.0,8783
27544,0,0,4.0,115,0,27,1147,1000.0,8783
27545,0,0,3.4,46,16,27,1761,1100.0,8783
27546,1,0,2.6,33,0,27,2020,500.0,8783
27547,1,0,3.700448817952717,0,0,27,91,700.0,8783
27548,0,0,3.7,79,22,78,1966,500.0,8783
27549,1,0,3.9,172,0,78,2514,300.0,8783
27550,1,0,3.6,23,0,78,2458,350.0,8783
27551,1,0,3.6,43,0,78,2201,250.0,8783
27552,0,0,3.7,29,22,27,2037,600.0,8783
27553,0,0,3.6,39,0,27,2359,600.0,8783
27554,0,0,3.700448817952717,0,76,26,611,500.0,8783
27555,0,0,3.2,4,22,27,2086,700.0,8783
27556,0,0,3.6,25,0,27,1483,500.0,8783
27557,0,0,3.1,53,0,27,1914,600.0,8783
27558,0,0,3.6,61,0,19,557,500.0,8783
27559,0,0,3.6,22,0,19,685,500.0,8783
27560,0,0,3.5,11,16,23,571,400.0,8783
27561,0,0,3.700448817952717,0,0,14,1444,150.0,8783
27562,1,0,2.5,109,0,27,1841,800.0,2415
27563,1,0,3.1,11,0,27,2147,500.0,8783
27564,0,0,3.6,11,0,78,1278,200.0,8783
27565,0,0,3.700448817952717,0,22,78,2301,300.0,8783
27566,1,0,3.5,17,0,78,1834,300.0,8783
27567,1,0,3.1,40,0,78,1834,250.0,8783
27568,0,0,3.0,67,0,78,2474,300.0,8783
27569,0,0,3.4,12,0,78,2394,300.0,8783
27570,0,0,3.700448817952717,0,22,78,1834,400.0,8783
27571,1,0,3.8,50,0,78,1311,250.0,8783
27572,1,0,3.5,6,16,78,880,200.0,8783
27573,1,0,2.9,24,0,78,1761,250.0,8783
27574,0,0,3.4,5,0,14,1531,100.0,8783
27575,0,0,3.1,6,0,78,1834,400.0,8783
27576,0,0,3.700448817952717,0,0,78,2410,350.0,8783
27577,0,0,3.5,8,0,27,1773,700.0,8783
27578,0,0,3.700448817952717,0,22,27,2152,800.0,8783
27579,0,0,3.2,6,0,27,134,700.0,8783
27580,0,0,3.700448817952717,0,16,19,557,561.224566691786,8783
27581,0,0,3.700448817952717,0,0,78,1761,300.0,8783
27582,0,0,3.700448817952717,0,0,27,2059,500.0,8783
27583,0,0,3.700448817952717,0,25,27,2480,400.0,8783
27584,1,0,3.3,14,0,92,484,600.0,8783
27585,1,0,3.700448817952717,0,0,78,1761,250.0,8783
27586,1,1,3.7,49,0,19,588,300.0,8783
27587,0,0,4.0,40,0,14,330,400.0,8783
27588,0,0,3.1,7,0,78,2409,300.0,8783
27589,0,0,3.5,6,0,78,1215,400.0,8783
27590,0,0,3.700448817952717,0,0,78,384,300.0,8783
27591,1,0,3.6,10,0,78,2321,100.0,8783
27592,0,0,3.8,23,22,78,1761,561.224566691786,8783
27593,0,0,3.4,7,16,78,2311,250.0,8783
27594,0,0,3.6,38,0,78,1888,250.0,8783
27595,0,0,3.5,12,0,78,2381,200.0,8783
27596,0,0,3.2,4,22,78,1834,300.0,8783
27597,0,0,3.5,16,0,78,1761,400.0,8783
27598,0,0,3.700448817952717,0,0,78,1225,300.0,8783
27599,0,0,3.6,34,0,78,1510,650.0,8783
27600,0,0,3.700448817952717,0,16,78,398,150.0,8783
27601,0,0,3.4,5,0,78,2179,250.0,8783
27602,0,0,3.1,5,16,53,1743,400.0,8783
27603,0,0,3.700448817952717,0,0,78,2381,200.0,8783
27604,0,0,3.700448817952717,0,22,78,2381,150.0,8783
27605,0,0,3.700448817952717,0,0,78,1606,400.0,8783
27606,0,0,3.700448817952717,0,0,78,797,300.0,8783
27607,0,0,3.700448817952717,0,0,78,1834,400.0,8783
27608,1,0,3.2,30,0,78,1802,500.0,8783
27609,1,0,3.8,63,25,78,1321,350.0,8783
27610,1,0,3.3,12,0,78,1834,250.0,8783
27611,1,0,2.8,137,0,78,2211,300.0,8783
27612,1,0,2.8,5,22,78,1534,200.0,8783
27613,1,0,3.3,5,22,78,1215,300.0,8783
27614,1,0,3.5,12,0,78,1225,400.0,8783
27615,0,0,3.5,21,0,78,388,200.0,8783
27616,1,0,3.7,21,0,78,2474,500.0,8783
