,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
4976,1,0,3.1,26,77,88,1699,200.0,5840
4977,1,0,3.700448817952717,0,83,78,2381,200.0,8783
4978,1,0,4.1,110,27,87,1699,150.0,5691
4979,1,1,3.9,96,8,28,1750,1300.0,4525
4980,1,0,3.3,5,27,26,1469,350.0,468
4981,1,0,4.3,1703,12,60,1082,1300.0,1424
4982,1,0,3.5,58,78,78,1215,300.0,1921
4983,1,0,3.2,4,78,79,821,300.0,4321
4984,1,0,3.8,30,83,78,2391,200.0,509
4985,1,0,3.3,4,86,91,1338,100.0,5546
4986,1,0,3.9,442,20,27,487,600.0,8783
4987,1,0,4.1,41,12,40,1178,150.0,4547
4988,1,0,3.8,262,71,27,950,850.0,8783
4989,1,0,3.9,205,81,27,1888,500.0,6270
4990,1,0,3.1,18,20,78,2537,300.0,7089
4991,1,0,3.5,38,27,39,2381,600.0,4366
4992,1,0,4.0,113,52,27,1475,1000.0,7810
4993,1,0,4.3,1283,27,22,713,1000.0,4552
4994,1,0,3.4,16,90,27,883,800.0,1800
4995,1,0,4.1,459,12,19,573,700.0,5425
4996,1,0,3.9,450,20,27,155,700.0,341
4997,1,1,4.3,858,15,29,1019,1000.0,3767
4998,1,0,3.5,33,83,78,2537,200.0,5294
4999,1,0,3.8,55,27,40,1153,300.0,4064
5000,1,0,3.2,9,86,90,1701,300.0,6662
5001,1,0,4.2,231,51,3,285,300.0,5271
5002,1,0,4.4,319,12,27,2080,800.0,2982
5003,1,0,3.9,224,12,27,2038,950.0,6953
5004,1,0,3.7,32,27,88,1686,250.0,8783
5005,1,0,3.8,59,14,88,1301,300.0,516
5006,1,0,3.7,23,27,78,2571,100.0,6415
5007,1,0,3.4,36,8,40,254,150.0,368
5008,1,0,3.3,65,8,19,685,900.0,1320
5009,1,0,3.700448817952717,0,79,78,1908,300.0,1675
5010,1,0,3.9,206,8,27,2262,800.0,8352
5011,1,0,3.9,87,83,27,1896,500.0,6277
5012,1,0,2.9,26,70,78,2563,300.0,2887
5013,1,0,3.700448817952717,0,79,14,359,100.0,7495
5014,1,0,3.6,40,8,27,1565,500.0,8783
5015,1,1,4.2,980,83,28,1385,1000.0,5121
5016,1,0,3.7,184,8,78,535,500.0,7101
5017,1,0,4.1,159,81,78,2211,300.0,6296
5018,1,0,3.6,21,78,14,343,150.0,3970
5019,1,0,3.5,27,27,0,1155,400.0,7458
5020,1,1,4.2,2270,81,28,1212,1400.0,5147
5021,0,1,4.3,2651,8,10,1093,1300.0,8783
5022,1,0,3.7,44,14,78,388,250.0,8783
5023,1,1,4.4,1840,51,27,1517,1500.0,6777
5024,1,0,3.1,54,27,39,977,500.0,7935
5025,1,0,3.4,334,27,27,116,550.0,6786
5026,1,0,3.5,73,51,59,2256,600.0,6071
5027,1,0,4.2,739,15,19,649,750.0,6213
5028,1,0,3.1,21,20,40,1449,250.0,738
5029,1,0,3.700448817952717,0,20,40,1153,250.0,4590
5030,1,1,4.1,54,52,19,701,800.0,555
5031,1,0,4.1,183,51,40,1153,550.0,3334
5032,1,0,3.1,7,8,78,1215,500.0,3146
5033,1,1,4.0,2103,8,36,826,2000.0,6361
5034,1,0,3.2,5,71,39,1761,350.0,913
5035,1,0,3.7,17,83,78,556,300.0,2655
5036,1,0,3.5,8,20,17,343,400.0,3008
5037,1,0,4.3,94,83,27,1653,550.0,1995
5038,1,0,3.4,7,83,78,197,500.0,3195
5039,1,0,3.2,5,79,78,2381,300.0,5497
5040,1,1,4.0,932,12,28,27,1000.0,548
5041,1,0,2.8,34,27,39,1113,600.0,1469
5042,1,0,4.3,392,27,19,568,700.0,3437
5043,1,0,3.9,169,20,78,2109,600.0,2385
5044,1,0,3.9,64,8,79,1222,250.0,7366
5045,1,0,3.700448817952717,0,83,39,388,400.0,5556
5046,1,1,4.3,763,51,27,2277,1400.0,8783
5047,1,0,3.5,10,20,92,1159,300.0,2978
5048,1,0,4.1,1117,8,27,17,1500.0,8496
5049,1,0,3.7,81,20,78,2436,200.0,5484
5050,1,0,3.1,12,71,78,2142,350.0,796
5051,1,0,3.700448817952717,0,86,27,1761,600.0,8783
5052,1,0,4.1,114,71,19,244,700.0,5586
5053,1,0,3.7,17,27,27,1857,500.0,3543
5054,1,0,4.0,867,51,78,2509,400.0,6969
5055,1,0,3.4,6,83,0,263,400.0,3696
5056,1,0,2.8,54,86,78,2522,400.0,240
5057,1,0,2.9,330,16,39,1510,600.0,4534
5058,1,0,3.2,56,20,92,1939,400.0,8783
5059,1,0,3.2,2,66,27,1138,1000.0,353
5060,1,0,3.9,53,52,40,1153,600.0,8707
5061,1,0,4.0,35,8,14,341,400.0,843
5062,1,0,3.8,106,70,78,2410,200.0,8007
5063,1,0,3.8,41,83,78,343,250.0,2854
5064,1,0,3.2,4,37,41,1450,200.0,7901
5065,1,0,4.1,115,27,20,578,450.0,1053
5066,1,0,3.9,157,90,27,1834,450.0,7649
5067,1,0,3.3,7,16,39,2032,200.0,420
5068,1,0,3.700448817952717,0,20,78,2302,200.0,6325
5069,1,0,4.2,391,27,19,644,500.0,4509
5070,1,0,3.4,11,45,78,1660,300.0,8783
5071,1,0,4.0,104,20,27,1929,500.0,5003
5072,1,0,4.0,78,20,40,1159,500.0,8753
5073,1,0,4.2,121,51,28,1757,1000.0,5344
5074,1,0,3.8,260,52,19,557,700.0,8783
5075,1,0,3.7,40,20,19,685,350.0,5233
5076,1,0,3.700448817952717,0,79,20,578,400.0,8783
5077,1,0,4.1,152,86,19,712,300.0,686
5078,1,0,3.9,256,20,27,1665,700.0,3773
5079,1,0,3.5,7,83,78,1834,200.0,467
5080,1,0,3.1,4,90,78,1238,500.0,5259
5081,1,0,2.8,19,15,14,359,350.0,726
5082,1,0,2.9,50,8,78,2474,350.0,1245
5083,1,0,4.0,134,12,78,1225,450.0,2584
5084,1,0,4.0,68,12,40,1153,250.0,3887
5085,1,0,3.9,51,27,78,2592,200.0,7431
5086,1,0,3.5,62,12,78,443,400.0,8783
5087,1,0,3.5,13,78,78,1761,300.0,101
5088,1,0,3.9,184,78,27,2445,400.0,7334
5089,1,0,4.0,1203,8,13,1023,2000.0,2547
5090,1,0,3.5,121,8,78,1335,300.0,2139
5091,1,0,3.7,45,48,14,330,300.0,829
5092,1,0,3.4,5,20,27,2381,400.0,3886
5093,1,0,3.8,208,15,27,2489,400.0,8226
5094,1,0,3.9,200,27,78,2392,400.0,8783
5095,1,1,4.0,144,27,19,720,700.0,674
5096,1,0,3.9,117,83,27,783,600.0,8783
5097,1,1,4.2,937,12,19,625,750.0,8539
5098,1,1,4.3,61,8,27,2374,700.0,2129
5099,1,0,4.2,33,15,40,1174,300.0,3683
5100,1,0,3.7,50,78,19,697,550.0,6553
5101,1,0,3.7,29,83,27,915,400.0,6791
5102,1,0,4.4,222,52,78,531,700.0,4510
5103,1,0,3.3,5,8,78,343,400.0,7460
5104,1,1,4.1,765,83,28,39,1200.0,350
5105,1,0,3.9,186,48,78,878,400.0,4601
5106,1,0,3.5,75,8,78,796,500.0,7645
5107,0,0,3.7,32,14,27,2026,800.0,8783
5108,1,0,3.2,35,79,78,1834,350.0,8783
5109,1,0,3.8,66,27,78,2436,200.0,3012
5110,1,0,3.4,50,12,27,1887,600.0,1932
5111,1,1,4.1,294,71,27,1386,1000.0,806
5112,1,0,3.6,82,78,27,1834,500.0,8624
5113,1,0,3.7,162,15,27,950,700.0,8783
5114,1,0,3.5,6,52,38,1153,1000.0,4133
5115,1,0,4.0,48,8,27,1527,1500.0,8783
5116,1,0,2.8,94,27,27,957,600.0,8783
5117,1,0,3.9,134,86,27,2367,550.0,7719
5118,1,0,4.4,69,51,78,1178,300.0,5665
5119,0,0,4.2,618,8,19,601,500.0,8783
5120,1,0,3.700448817952717,0,15,39,2591,200.0,6575
5121,1,0,3.9,257,27,27,1951,650.0,8783
5122,1,0,3.7,66,83,19,742,800.0,2976
5123,1,0,3.6,95,28,22,605,650.0,3068
5124,1,0,3.4,25,70,78,880,300.0,8386
5125,1,0,4.2,115,52,20,578,500.0,8783
5126,1,0,3.700448817952717,0,8,53,2518,400.0,3018
5127,1,0,3.7,21,20,19,557,450.0,6200
5128,1,0,3.2,41,27,78,1761,300.0,3314
5129,1,0,3.8,71,27,19,557,500.0,3531
5130,0,1,4.1,373,8,27,1761,650.0,8783
5131,1,0,3.700448817952717,0,8,27,966,600.0,3589
5132,1,1,4.3,225,52,10,186,2000.0,5669
5133,1,0,3.7,74,20,78,1761,300.0,8783
5134,1,0,3.5,14,71,78,1174,250.0,1010
5135,1,0,3.2,7,8,19,557,600.0,5943
5136,1,0,3.700448817952717,0,70,78,1225,150.0,7504
5137,0,0,3.6,23,8,0,254,200.0,8783
5138,1,0,3.700448817952717,0,31,39,1761,800.0,8783
5139,1,0,3.700448817952717,0,4,78,880,300.0,8783
5140,1,0,3.4,122,70,19,591,600.0,348
5141,1,0,4.1,402,15,27,2083,750.0,8783
5142,1,0,3.3,6,83,14,1530,150.0,3488
5143,1,0,4.1,198,27,27,2378,650.0,1864
5144,1,0,3.8,74,90,27,1032,1000.0,7191
5145,1,0,3.8,18,8,78,829,200.0,2226
5146,1,0,3.2,9,52,39,1786,450.0,3167
5147,1,0,3.5,126,20,27,868,700.0,8783
5148,1,0,3.5,12,20,78,1538,350.0,1363
5149,1,0,3.5,26,27,78,1961,250.0,8783
5150,0,0,3.8,24,8,78,2579,200.0,8783
5151,1,0,3.700448817952717,0,52,5,263,600.0,3515
5152,1,0,3.1,48,27,39,1902,500.0,8783
5153,1,0,3.5,20,15,19,596,500.0,8783
5154,1,0,3.0,40,8,40,1443,200.0,6998
5155,1,0,3.7,279,8,27,1945,800.0,5964
5156,1,1,4.1,523,27,27,972,800.0,8783
5157,1,0,3.700448817952717,0,8,78,2285,250.0,8090
5158,1,0,4.1,33,15,40,1153,400.0,8783
5159,0,0,3.6,7,8,78,1010,800.0,8783
5160,1,0,3.8,102,27,40,1178,300.0,2883
5161,1,0,3.0,110,27,27,67,700.0,8783
5162,1,0,3.8,96,83,19,665,600.0,4400
5163,1,0,3.6,91,27,27,1958,550.0,67
5164,1,1,2.2,406,52,27,1678,1000.0,6951
5165,1,0,3.5,13,8,27,1089,600.0,6094
5166,1,0,2.9,56,15,78,1321,150.0,8783
5167,1,1,4.2,4732,12,27,1852,1500.0,8783
5168,1,0,3.4,9,79,19,557,300.0,8783
5169,1,0,3.9,101,83,78,1761,150.0,8783
5170,1,0,3.1,6,83,0,263,400.0,8783
5171,1,0,3.2,23,8,27,2360,700.0,8783
5172,1,0,3.8,37,83,27,337,400.0,2950
5173,1,0,3.9,36,90,78,1761,250.0,8783
5174,0,0,3.9,122,8,27,1524,500.0,8783
5175,0,0,3.8,29,8,59,847,300.0,8783
5176,1,1,4.3,550,78,27,889,1200.0,4627
5177,1,0,4.0,153,27,27,1945,700.0,8783
5178,1,0,3.3,73,63,39,2248,750.0,8783
5179,1,0,3.6,27,20,78,2410,200.0,129
5180,1,1,4.4,1110,12,28,326,1200.0,8783
5181,1,1,4.0,929,8,27,2274,800.0,3032
5182,1,0,4.0,558,27,27,1951,900.0,4378
5183,1,0,3.8,72,8,19,570,650.0,8783
5184,1,1,4.1,247,27,27,1565,800.0,8783
5185,1,1,4.6,1211,81,28,213,1700.0,8783
5186,1,1,4.5,1394,12,28,868,1700.0,20
5187,1,0,3.9,463,83,22,566,800.0,783
5188,1,1,4.4,484,81,10,1704,1900.0,7216
5189,1,1,4.3,500,51,28,868,1300.0,2689
5190,1,0,3.1,24,20,78,2381,150.0,5473
5191,0,0,2.8,44,8,19,642,700.0,8783
5192,1,0,2.6,72,4,78,2474,300.0,8783
5193,1,1,4.0,1912,52,27,2608,2100.0,1352
5194,1,0,3.5,21,27,78,54,500.0,8783
5195,1,0,3.4,8,83,78,792,300.0,3124
5196,1,0,3.4,11,16,78,2381,200.0,4891
5197,1,0,4.1,391,15,27,832,600.0,7148
5198,1,0,3.700448817952717,0,83,39,14,200.0,44
5199,1,1,4.1,450,12,27,1761,1000.0,1256
5200,1,1,4.2,474,15,27,1945,1700.0,6706
5201,1,0,3.700448817952717,0,48,78,878,300.0,8783
5202,0,0,3.8,26,8,40,1153,350.0,8783
5203,0,0,3.9,66,8,40,1449,200.0,8783
5204,1,1,3.9,1361,52,49,1761,2100.0,3287
5205,0,0,3.700448817952717,0,8,78,839,300.0,8783
5206,1,0,4.2,133,15,27,233,1500.0,7184
5207,0,0,3.9,39,8,27,968,500.0,8783
5208,0,0,3.700448817952717,0,8,92,1155,300.0,8783
5209,1,1,4.3,3484,51,77,1000,1700.0,8783
5210,1,0,3.700448817952717,0,70,39,1484,600.0,7732
5211,1,0,4.2,974,27,27,933,1100.0,2645
5212,0,0,3.5,45,8,78,1324,300.0,8783
5213,1,1,4.1,860,70,27,2363,1400.0,6903
5214,1,0,4.0,779,12,27,54,650.0,7971
5215,1,0,3.6,104,8,19,647,800.0,704
5216,0,0,3.700448817952717,0,8,6,273,300.0,8783
5217,0,0,3.4,8,8,78,1761,450.0,8783
5218,0,0,3.700448817952717,0,8,78,850,400.0,8783
5219,0,0,3.700448817952717,0,8,14,1530,100.0,8783
5220,0,0,3.6,8,8,78,1612,400.0,8783
5221,1,0,4.0,360,70,27,957,1000.0,8232
5222,1,0,2.9,17,12,78,465,600.0,1868
5223,1,0,3.5,98,27,27,1857,600.0,4089
5224,0,0,3.0,10,8,53,2474,200.0,8783
5225,0,0,3.700448817952717,0,8,40,1178,150.0,8783
5226,1,0,4.1,290,46,78,548,600.0,8783
5227,1,0,3.3,201,15,27,792,700.0,2450
5228,1,0,3.6,31,20,78,880,450.0,2202
5229,1,0,3.700448817952717,0,20,39,388,500.0,8783
5230,1,1,4.0,455,15,27,950,1000.0,8783
5231,1,0,3.700448817952717,0,20,78,1215,200.0,8783
5232,1,0,4.3,901,83,27,1521,2000.0,5970
5233,1,0,3.7,50,54,27,2395,750.0,8783
5234,1,0,3.0,114,20,39,1834,500.0,8783
5235,1,1,4.2,2923,12,27,1473,1000.0,6990
5236,1,1,4.1,853,12,27,2363,1400.0,5757
5237,1,1,4.1,207,27,10,31,1500.0,7813
5238,1,0,3.700448817952717,0,70,92,330,250.0,8783
5239,1,0,3.0,13,70,92,2583,400.0,8783
5240,1,1,4.1,354,71,27,2384,1200.0,1729
5241,1,1,4.0,378,15,27,1899,850.0,8783
5242,1,1,4.3,3126,52,27,2136,1500.0,7782
5243,1,0,3.700448817952717,0,83,78,14,600.0,7762
5244,1,0,3.700448817952717,0,14,14,2596,100.0,7712
5245,1,0,3.4,30,18,39,47,500.0,8783
5246,1,1,4.4,218,81,27,2357,850.0,8783
5247,1,0,3.6,21,90,78,1761,350.0,8783
5248,1,1,4.4,712,71,27,1655,1000.0,8783
5249,1,0,3.1,38,20,78,317,300.0,8783
5250,1,0,3.700448817952717,0,83,39,2615,300.0,8783
5251,1,0,3.700448817952717,0,20,39,1761,500.0,8783
5252,1,0,3.6,54,20,27,961,600.0,5238
5253,1,0,3.700448817952717,0,48,6,273,200.0,5682
5254,1,1,3.8,297,27,27,1872,1200.0,5713
5255,1,0,4.0,176,46,39,1253,300.0,8783
5256,1,0,3.9,118,20,27,1033,1000.0,5623
5257,1,0,4.0,2418,27,60,1279,1400.0,8783
5258,1,1,4.1,1053,27,92,1080,1400.0,8783
5259,1,1,4.4,861,52,27,226,1800.0,7793
5260,1,0,3.7,32,18,78,868,500.0,8783
5261,1,0,3.4,7,52,92,1150,1600.0,1877
5262,1,0,3.8,109,46,92,1510,400.0,8783
5263,1,0,3.6,10,20,39,1722,600.0,8783
5264,1,0,3.3,6,20,78,2392,300.0,8783
5265,0,1,3.8,108,83,8,1834,1400.0,8783
5266,1,0,4.0,528,18,39,521,350.0,8783
5267,1,1,3.8,81,83,27,950,800.0,8783
5268,0,0,3.4,5,27,40,1153,150.0,8783
5269,1,0,3.7,74,46,39,2236,600.0,8783
5270,1,0,3.6,41,66,27,1985,1400.0,8249
5271,1,0,3.2,4,52,78,1834,450.0,2673
5272,1,0,3.2,46,83,78,1761,300.0,8783
5273,1,0,3.700448817952717,0,71,79,1274,150.0,8783
5274,1,0,4.2,858,83,27,2600,1800.0,1067
5275,1,0,2.1,252,27,39,2091,500.0,8783
5276,1,0,4.0,1096,83,27,1597,1300.0,3748
5277,1,0,3.2,7,90,78,388,300.0,8783
5278,0,0,4.3,1773,70,27,56,800.0,8783
5279,0,1,4.1,1327,51,28,1207,2100.0,8783
5280,0,0,4.3,67,70,19,738,400.0,8783
5281,0,0,4.0,101,71,27,792,550.0,8783
5282,0,0,3.0,107,52,27,1984,800.0,8783
5283,0,0,3.7,145,71,29,891,1000.0,8783
5284,1,0,3.5,10,14,40,1153,100.0,8783
5285,0,0,3.7,160,81,78,388,300.0,8783
5286,0,0,3.700448817952717,0,70,78,1761,450.0,8783
5287,0,1,3.6,277,81,28,75,800.0,8783
5288,0,0,3.1,16,28,27,1984,1100.0,8783
5289,0,0,2.9,46,78,27,2498,550.0,8783
5290,0,0,3.700448817952717,0,81,93,2353,400.0,8783
5291,0,0,2.8,38,83,39,1834,500.0,8783
5292,0,0,3.700448817952717,0,27,39,1390,500.0,8783
5293,0,0,3.3,4,3,78,1761,300.0,8783
5294,0,0,3.4,7,70,78,2397,500.0,8783
5295,0,0,3.700448817952717,0,78,39,1521,900.0,8783
5296,0,0,3.700448817952717,0,78,92,443,250.0,8783
5297,0,0,3.700448817952717,0,20,39,388,400.0,8783
5298,0,0,4.1,121,71,27,1834,600.0,8783
5299,1,0,3.3,6,14,19,557,400.0,4596
5300,1,0,4.1,119,71,27,994,1000.0,3
5301,1,0,3.1,6,27,27,2494,600.0,5088
5302,1,0,3.700448817952717,0,71,78,2012,300.0,8783
5303,1,0,3.700448817952717,0,20,78,1761,350.0,8783
5304,1,0,3.700448817952717,0,48,39,2136,300.0,8783
5305,1,0,4.0,32,8,78,1425,300.0,8783
5306,1,0,3.700448817952717,0,20,78,410,200.0,8783
5307,1,0,3.0,96,20,92,1132,650.0,8783
5308,1,0,3.8,24,27,91,2381,200.0,8783
5309,1,0,3.6,118,71,27,792,500.0,2251
5310,1,0,3.9,158,28,27,955,1300.0,2529
5311,1,0,3.7,46,66,27,2381,1000.0,6079
5312,1,0,3.3,4,71,78,1761,200.0,8783
5313,1,0,3.1,7,8,78,1761,150.0,8783
5314,1,0,3.6,16,47,39,1761,300.0,8783
5315,1,1,3.8,203,71,27,1924,1200.0,8433
5316,1,0,3.700448817952717,0,79,78,2537,150.0,8783
5317,1,1,4.0,188,79,28,2065,1300.0,7802
5318,1,0,3.700448817952717,0,20,19,557,400.0,8783
5319,1,0,4.3,783,20,78,1761,300.0,8783
5320,1,0,3.2,5,54,78,2381,300.0,8783
5321,1,0,3.7,111,79,27,1834,550.0,8783
5322,1,0,3.8,170,78,78,2136,250.0,8783
5323,1,0,3.700448817952717,0,78,78,2421,300.0,8783
5324,1,0,3.6,79,70,78,2392,500.0,8783
5325,1,0,3.8,263,27,92,789,700.0,8783
5326,1,0,3.3,11,8,78,2540,200.0,6040
5327,0,1,4.4,2039,51,28,1408,1200.0,8783
5328,0,1,4.1,93,70,73,1024,1000.0,8783
5329,0,0,4.1,1543,51,73,1145,1200.0,8783
5330,0,0,3.9,234,50,10,1503,1000.0,8783
5331,1,0,3.9,84,66,10,1098,1500.0,8783
5332,1,0,3.700448817952717,0,20,78,443,300.0,8783
5333,1,0,3.6,24,86,78,2474,300.0,8783
5334,1,0,3.5,24,86,27,1834,450.0,8783
5335,1,0,3.700448817952717,0,83,78,429,300.0,8783
5336,1,0,3.700448817952717,0,90,78,1761,400.0,8783
5337,0,0,4.3,1348,71,27,470,550.0,8783
5338,0,1,4.1,473,78,27,1712,800.0,8783
5339,0,0,4.5,3569,81,19,564,900.0,8783
5340,1,1,4.4,691,52,29,10,1700.0,338
5341,0,1,4.3,518,78,27,1521,1400.0,8783
5342,0,0,4.3,1187,70,27,792,550.0,8783
5343,0,0,4.4,1896,70,40,1451,400.0,8783
5344,0,0,4.2,162,83,19,763,750.0,8783
5345,0,0,4.1,356,71,78,1802,400.0,8783
5346,0,0,4.3,788,12,22,710,900.0,8783
5347,0,0,3.9,80,12,78,792,500.0,8783
5348,0,0,4.1,765,70,27,2081,800.0,8783
5349,0,0,4.0,1443,52,43,1170,500.0,8783
5350,0,0,4.3,524,12,27,1758,800.0,8783
5351,0,0,4.3,183,12,40,1178,400.0,8783
5352,1,0,4.3,1133,28,19,687,800.0,8402
5353,0,0,4.0,101,81,78,1537,150.0,8783
5354,0,0,4.0,47,83,19,718,750.0,8783
5355,0,0,3.9,155,51,27,1883,600.0,8783
5356,0,0,3.9,52,14,92,263,1200.0,8783
5357,0,0,3.8,32,71,78,502,350.0,8783
5358,0,0,2.7,77,52,78,1888,500.0,8783
5359,0,0,3.1,21,78,27,2410,450.0,8783
5360,0,0,3.8,29,15,14,343,400.0,8783
5361,0,0,3.8,29,15,27,2392,400.0,8783
5362,0,0,4.0,53,15,78,1682,400.0,8783
5363,0,0,3.8,95,12,78,1215,500.0,8783
5364,0,0,3.4,14,71,0,254,200.0,8783
5365,0,0,3.9,134,81,27,1490,800.0,8783
5366,0,0,4.3,28,70,92,2236,600.0,8783
5367,0,0,3.3,6,81,27,2392,450.0,8783
5368,0,0,3.700448817952717,0,13,92,2288,150.0,8783
5369,0,0,3.3,5,78,78,2381,300.0,8783
5370,0,0,3.7,23,51,0,254,250.0,8783
5371,0,0,3.7,16,52,19,557,250.0,8783
5372,0,0,3.8,29,83,40,1153,200.0,8783
5373,0,0,3.3,9,78,78,388,300.0,8783
5374,0,0,3.0,31,52,27,1834,1000.0,8783
5375,0,1,3.9,156,15,27,2194,1100.0,8783
5376,0,0,3.700448817952717,0,52,78,443,250.0,8783
5377,0,0,4.0,209,70,27,868,500.0,8783
5378,0,0,4.2,221,81,40,1449,150.0,8783
5379,0,0,3.1,23,52,78,2543,300.0,8783
5380,0,0,3.700448817952717,0,71,78,1857,300.0,8783
5381,0,0,3.700448817952717,0,71,78,2012,300.0,8783
5382,0,0,3.700448817952717,0,52,40,1153,500.0,8783
5383,0,0,3.700448817952717,0,78,78,1951,300.0,8783
5384,0,0,3.700448817952717,0,20,78,1634,400.0,8783
5385,0,0,3.700448817952717,0,51,39,1153,450.0,8783
5386,0,0,3.700448817952717,0,79,78,2474,350.0,8783
5387,0,0,3.700448817952717,0,79,78,1802,300.0,8783
5388,0,0,3.700448817952717,0,52,78,1338,150.0,8783
5389,0,0,3.700448817952717,0,49,78,2152,400.0,8783
5390,0,0,3.3,13,71,27,1834,600.0,8783
5391,0,0,3.2,17,79,27,1747,550.0,8783
5392,0,0,3.3,4,83,78,1761,100.0,8783
5393,0,0,4.1,399,79,78,1798,300.0,8783
5394,0,0,3.700448817952717,0,14,6,263,400.0,8783
5395,0,0,3.700448817952717,0,79,78,388,250.0,8783
5396,0,0,3.700448817952717,0,52,78,2560,300.0,8783
5397,0,0,3.700448817952717,0,83,39,2050,400.0,8783
5398,0,0,3.700448817952717,0,71,92,2304,500.0,8783
5399,0,0,3.700448817952717,0,0,39,208,400.0,8783
5400,0,0,3.700448817952717,0,79,78,2019,600.0,8783
5401,0,0,3.700448817952717,0,79,92,178,300.0,8783
5402,0,0,3.700448817952717,0,78,78,1857,300.0,8783
5403,0,0,3.700448817952717,0,52,78,2417,350.0,8783
5404,0,0,3.700448817952717,0,52,92,894,500.0,8783
5405,0,0,3.2,4,15,27,95,600.0,8783
5406,0,0,3.8,25,71,41,1155,500.0,8783
5407,0,0,3.5,31,20,78,1752,350.0,8783
5408,0,0,3.6,18,78,14,343,200.0,8783
5409,0,0,3.700448817952717,0,71,78,1139,400.0,8783
5410,0,0,3.2,9,14,27,1761,450.0,8783
5411,0,0,3.6,7,52,26,685,200.0,8783
5412,0,0,3.700448817952717,0,71,78,443,150.0,8783
5413,0,0,3.4,10,52,78,1857,350.0,8783
5414,0,0,3.700448817952717,0,70,40,1153,250.0,8783
5415,0,0,3.1,6,78,78,443,250.0,8783
5416,0,0,3.700448817952717,0,52,78,2518,150.0,8783
5417,0,0,3.6,14,79,78,2381,250.0,8783
5418,0,0,3.7,15,11,58,1267,350.0,8783
5419,0,0,3.7,16,71,92,2136,300.0,8783
5420,0,0,3.8,33,78,39,263,350.0,8783
5421,0,0,3.0,31,83,3,1153,150.0,8783
5422,0,0,3.5,19,54,3,254,150.0,8783
5423,0,0,3.0,16,83,78,2211,150.0,8783
5424,0,0,3.700448817952717,0,14,78,1761,300.0,8783
5425,0,0,3.3,9,70,19,557,400.0,8783
5426,0,0,3.4,8,71,78,1834,350.0,8783
5427,0,0,3.8,41,70,78,330,100.0,8783
5428,0,0,3.4,27,52,78,2076,300.0,8783
5429,0,0,3.6,15,52,78,1761,350.0,8783
5430,0,0,3.700448817952717,0,14,78,792,500.0,8783
5431,0,0,3.700448817952717,0,71,78,1215,100.0,8783
5432,0,0,3.700448817952717,0,78,92,1722,600.0,8783
5433,0,0,3.700448817952717,0,79,92,263,350.0,8783
5434,0,0,3.700448817952717,0,71,78,2410,300.0,8783
5435,0,0,3.700448817952717,0,18,78,1834,300.0,8783
5436,1,0,3.700448817952717,0,21,92,695,200.0,8521
5437,0,0,3.3,5,51,0,254,350.0,8783
5438,1,0,3.2,5,14,78,1588,300.0,6237
5439,0,0,3.0,53,12,78,2489,250.0,8783
5440,1,0,3.4,33,78,27,1948,550.0,6764
5441,0,0,2.6,26,70,78,857,400.0,8783
5442,0,0,3.3,33,81,78,1345,300.0,8783
5443,1,0,2.8,142,20,6,263,300.0,8783
5444,1,0,3.700448817952717,0,79,78,1761,100.0,8783
5445,1,0,3.700448817952717,0,54,91,2381,300.0,8783
5446,1,0,3.700448817952717,0,78,40,1178,300.0,8783
5447,1,0,3.9,430,20,27,1740,550.0,8783
5448,1,0,3.2,13,86,78,2410,200.0,8783
5449,1,0,3.4,4,8,59,2579,150.0,8783
5450,1,0,3.6,31,13,27,2481,400.0,8783
5451,0,0,3.2,7,79,78,1834,200.0,8783
5452,1,0,3.2,4,83,78,2410,400.0,8783
5453,1,0,3.0,20,8,27,1581,400.0,8783
5454,1,0,3.6,32,13,27,2474,500.0,8783
5455,1,0,3.700448817952717,0,20,78,839,300.0,8783
5456,1,0,3.8,69,8,27,2469,500.0,4863
5457,1,0,3.2,31,8,78,1606,200.0,8783
5458,1,0,2.8,20,8,27,1834,550.0,8783
5459,1,0,3.700448817952717,0,79,78,1802,200.0,8783
5460,1,0,3.700448817952717,0,79,78,1857,300.0,8783
5461,1,0,3.700448817952717,0,79,78,1761,150.0,8783
5462,1,0,3.5,8,20,40,1178,200.0,8783
5463,1,0,3.7,23,71,78,463,500.0,8783
5464,1,0,3.700448817952717,0,20,78,1555,150.0,8783
5465,1,0,3.2,6,83,78,388,300.0,8783
5466,1,0,3.2,4,79,78,2381,200.0,8783
5467,1,0,3.1,9,20,78,2381,100.0,8783
5468,1,0,3.3,21,27,92,2474,300.0,8783
5469,0,0,3.8,33,48,27,1761,561.224566691786,8783
5470,1,0,3.700448817952717,0,20,39,1852,600.0,8783
5471,1,0,3.2,6,47,39,792,300.0,8783
5472,1,0,3.700448817952717,0,70,27,2392,600.0,8783
5473,0,0,3.700448817952717,0,83,92,2469,561.224566691786,8783
5474,1,0,3.5,140,12,27,1761,600.0,3268
5475,1,0,3.3,11,8,27,2012,400.0,8783
5476,1,1,3.8,198,52,27,1488,1600.0,8783
5477,1,1,3.8,91,15,27,2161,1800.0,1655
5478,1,1,4.3,1048,51,27,1487,1600.0,6743
5479,1,0,4.1,1079,8,82,533,550.0,52
5480,1,0,4.9,1746,8,40,1153,400.0,8783
5481,0,0,4.0,24,8,19,581,450.0,8783
